     0.10001E+01     0.45894E-03     0.59570E-02     0.00000E+00     0.50102E+00
     0.10037E+01     0.52055E-03     0.12330E-01     0.00000E+00     0.50112E+00
     0.10076E+01     0.60850E-03     0.18626E-01     0.00000E+00     0.50130E+00
     0.10119E+01     0.69760E-03     0.24824E-01     0.00000E+00     0.50156E+00
     0.10165E+01     0.76511E-03     0.30900E-01     0.00000E+00     0.50188E+00
     0.10211E+01     0.80598E-03     0.36835E-01     0.00000E+00     0.50227E+00
     0.10253E+01     0.82125E-03     0.42612E-01     0.00000E+00     0.50271E+00
     0.10289E+01     0.81407E-03     0.48220E-01     0.00000E+00     0.50321E+00
     0.10318E+01     0.78695E-03     0.53646E-01     0.00000E+00     0.50375E+00
     0.10340E+01     0.73956E-03     0.58875E-01     0.00000E+00     0.50432E+00
     0.10353E+01     0.66960E-03     0.63876E-01     0.00000E+00     0.50492E+00
     0.10360E+01     0.57879E-03     0.68615E-01     0.00000E+00     0.50553E+00
     0.10362E+01     0.47285E-03     0.73073E-01     0.00000E+00     0.50614E+00
     0.10362E+01     0.36051E-03     0.77247E-01     0.00000E+00     0.50676E+00
     0.10358E+01     0.25320E-03     0.81171E-01     0.00000E+00     0.50737E+00
     0.10347E+01     0.16242E-03     0.84870E-01     0.00000E+00     0.50797E+00
     0.10327E+01     0.85069E-04     0.88317E-01     0.00000E+00     0.50854E+00
     0.10299E+01     0.45650E-05     0.91436E-01     0.00000E+00     0.50907E+00
     0.10265E+01    -0.81423E-04     0.94205E-01     0.00000E+00     0.50955E+00
     0.10225E+01    -0.16096E-03     0.96652E-01     0.00000E+00     0.50999E+00
     0.10183E+01    -0.23037E-03     0.98700E-01     0.00000E+00     0.51035E+00
     0.10139E+01    -0.30389E-03     0.10018E+00     0.00000E+00     0.51061E+00
     0.10096E+01    -0.38452E-03     0.10104E+00     0.00000E+00     0.51075E+00
     0.10056E+01    -0.46576E-03     0.10148E+00     0.00000E+00     0.51081E+00
     0.10018E+01    -0.53091E-03     0.10170E+00     0.00000E+00     0.51083E+00
     0.99804E+00    -0.56645E-03     0.10182E+00     0.00000E+00     0.51083E+00
     0.99421E+00    -0.58744E-03     0.10174E+00     0.00000E+00     0.51080E+00
     0.99017E+00    -0.61226E-03     0.10129E+00     0.00000E+00     0.51070E+00
     0.98597E+00    -0.63487E-03     0.10040E+00     0.00000E+00     0.51050E+00
     0.98184E+00    -0.64789E-03     0.98972E-01     0.00000E+00     0.51021E+00
     0.97801E+00    -0.65586E-03     0.97024E-01     0.00000E+00     0.50984E+00
     0.97467E+00    -0.65921E-03     0.94587E-01     0.00000E+00     0.50938E+00
     0.97188E+00    -0.65483E-03     0.91719E-01     0.00000E+00     0.50887E+00
     0.96968E+00    -0.63959E-03     0.88459E-01     0.00000E+00     0.50832E+00
     0.96804E+00    -0.61302E-03     0.84836E-01     0.00000E+00     0.50773E+00
     0.96692E+00    -0.57665E-03     0.80865E-01     0.00000E+00     0.50712E+00
     0.96629E+00    -0.52985E-03     0.76560E-01     0.00000E+00     0.50649E+00
     0.96608E+00    -0.47569E-03     0.71933E-01     0.00000E+00     0.50585E+00
     0.96608E+00    -0.41722E-03     0.67004E-01     0.00000E+00     0.50522E+00
     0.96619E+00    -0.35443E-03     0.61794E-01     0.00000E+00     0.50459E+00
     0.96682E+00    -0.28467E-03     0.56329E-01     0.00000E+00     0.50399E+00
     0.96822E+00    -0.20611E-03     0.50638E-01     0.00000E+00     0.50343E+00
     0.97044E+00    -0.12164E-03     0.44749E-01     0.00000E+00     0.50290E+00
     0.97336E+00    -0.34977E-04     0.38693E-01     0.00000E+00     0.50243E+00
     0.97687E+00     0.49727E-04     0.32500E-01     0.00000E+00     0.50202E+00
     0.98080E+00     0.13104E-03     0.26198E-01     0.00000E+00     0.50167E+00
     0.98494E+00     0.20623E-03     0.19816E-01     0.00000E+00     0.50139E+00
     0.98907E+00     0.27550E-03     0.13381E-01     0.00000E+00     0.50119E+00
     0.99301E+00     0.33773E-03     0.69228E-02     0.00000E+00     0.50106E+00
     0.99671E+00     0.39597E-03     0.46838E-03     0.00000E+00     0.50101E+00
     0.10002E+01     0.44804E-03    -0.59578E-02     0.00000E+00     0.50102E+00
     0.10038E+01     0.50513E-03    -0.12331E-01     0.00000E+00     0.50112E+00
     0.10075E+01     0.59188E-03    -0.18628E-01     0.00000E+00     0.50130E+00
     0.10117E+01     0.68833E-03    -0.24825E-01     0.00000E+00     0.50156E+00
     0.10162E+01     0.76623E-03    -0.30901E-01     0.00000E+00     0.50188E+00
     0.10209E+01     0.81525E-03    -0.36834E-01     0.00000E+00     0.50227E+00
     0.10253E+01     0.83425E-03    -0.42611E-01     0.00000E+00     0.50271E+00
     0.10290E+01     0.82770E-03    -0.48219E-01     0.00000E+00     0.50321E+00
