     0.10000E+01    -0.32970E-02     0.00000E+00
     0.10000E+01    -0.93516E-02     0.00000E+00
     0.10000E+01    -0.15351E-01     0.00000E+00
     0.10000E+01    -0.21275E-01     0.00000E+00
     0.10000E+01    -0.27106E-01     0.00000E+00
     0.10000E+01    -0.32821E-01     0.00000E+00
     0.10000E+01    -0.38407E-01     0.00000E+00
     0.10000E+01    -0.43846E-01     0.00000E+00
     0.10000E+01    -0.49126E-01     0.00000E+00
     0.10000E+01    -0.54224E-01     0.00000E+00
     0.10000E+01    -0.59105E-01     0.00000E+00
     0.10000E+01    -0.63740E-01     0.00000E+00
     0.10000E+01    -0.68104E-01     0.00000E+00
     0.10000E+01    -0.72210E-01     0.00000E+00
     0.10000E+01    -0.76074E-01     0.00000E+00
     0.10000E+01    -0.79723E-01     0.00000E+00
     0.10000E+01    -0.83101E-01     0.00000E+00
     0.10000E+01    -0.86171E-01     0.00000E+00
     0.10000E+01    -0.88919E-01     0.00000E+00
     0.10000E+01    -0.91333E-01     0.00000E+00
     0.10000E+01    -0.93356E-01     0.00000E+00
     0.10000E+01    -0.94813E-01     0.00000E+00
     0.10000E+01    -0.95681E-01     0.00000E+00
     0.10000E+01    -0.96141E-01     0.00000E+00
     0.10000E+01    -0.96402E-01     0.00000E+00
     0.10000E+01    -0.96563E-01     0.00000E+00
     0.10000E+01    -0.96532E-01     0.00000E+00
     0.10000E+01    -0.96183E-01     0.00000E+00
     0.10000E+01    -0.95396E-01     0.00000E+00
     0.10000E+01    -0.94127E-01     0.00000E+00
     0.10000E+01    -0.92359E-01     0.00000E+00
     0.10000E+01    -0.90141E-01     0.00000E+00
     0.10000E+01    -0.87515E-01     0.00000E+00
     0.10000E+01    -0.84530E-01     0.00000E+00
     0.10000E+01    -0.81206E-01     0.00000E+00
     0.10000E+01    -0.77564E-01     0.00000E+00
     0.10000E+01    -0.73609E-01     0.00000E+00
     0.10000E+01    -0.69357E-01     0.00000E+00
     0.10000E+01    -0.64814E-01     0.00000E+00
     0.10000E+01    -0.60011E-01     0.00000E+00
     0.10000E+01    -0.54973E-01     0.00000E+00
     0.10000E+01    -0.49717E-01     0.00000E+00
     0.10000E+01    -0.44268E-01     0.00000E+00
     0.10000E+01    -0.38651E-01     0.00000E+00
     0.10000E+01    -0.32889E-01     0.00000E+00
     0.10000E+01    -0.27006E-01     0.00000E+00
     0.10000E+01    -0.21027E-01     0.00000E+00
     0.10000E+01    -0.14979E-01     0.00000E+00
     0.10000E+01    -0.88932E-02     0.00000E+00
     0.10000E+01    -0.27912E-02     0.00000E+00
     0.10000E+01     0.32983E-02     0.00000E+00
     0.10000E+01     0.93534E-02     0.00000E+00
     0.10000E+01     0.15352E-01     0.00000E+00
     0.10000E+01     0.21276E-01     0.00000E+00
     0.10000E+01     0.27105E-01     0.00000E+00
     0.10000E+01     0.32819E-01     0.00000E+00
     0.10000E+01     0.38404E-01     0.00000E+00
     0.10000E+01     0.43844E-01     0.00000E+00
     0.10000E+01     0.49124E-01     0.00000E+00
     0.10000E+01     0.54222E-01     0.00000E+00
     0.10000E+01     0.59104E-01     0.00000E+00
     0.10000E+01     0.63739E-01     0.00000E+00
     0.10000E+01     0.68105E-01     0.00000E+00
     0.10000E+01     0.72210E-01     0.00000E+00
     0.10000E+01     0.76074E-01     0.00000E+00
     0.10000E+01     0.79721E-01     0.00000E+00
     0.10000E+01     0.83100E-01     0.00000E+00
     0.10000E+01     0.86171E-01     0.00000E+00
     0.10000E+01     0.88918E-01     0.00000E+00
     0.10000E+01     0.91332E-01     0.00000E+00
     0.10000E+01     0.93356E-01     0.00000E+00
     0.10000E+01     0.94814E-01     0.00000E+00
     0.10000E+01     0.95681E-01     0.00000E+00
     0.10000E+01     0.96141E-01     0.00000E+00
     0.10000E+01     0.96402E-01     0.00000E+00
     0.10000E+01     0.96564E-01     0.00000E+00
     0.10000E+01     0.96532E-01     0.00000E+00
     0.10000E+01     0.96184E-01     0.00000E+00
     0.10000E+01     0.95397E-01     0.00000E+00
     0.10000E+01     0.94129E-01     0.00000E+00
     0.10000E+01     0.92361E-01     0.00000E+00
     0.10000E+01     0.90144E-01     0.00000E+00
     0.10000E+01     0.87518E-01     0.00000E+00
     0.10000E+01     0.84533E-01     0.00000E+00
     0.10000E+01     0.81209E-01     0.00000E+00
     0.10000E+01     0.77567E-01     0.00000E+00
     0.10000E+01     0.73611E-01     0.00000E+00
     0.10000E+01     0.69358E-01     0.00000E+00
     0.10000E+01     0.64815E-01     0.00000E+00
     0.10000E+01     0.60012E-01     0.00000E+00
     0.10000E+01     0.54973E-01     0.00000E+00
     0.10000E+01     0.49718E-01     0.00000E+00
     0.10000E+01     0.44268E-01     0.00000E+00
     0.10000E+01     0.38650E-01     0.00000E+00
     0.10000E+01     0.32887E-01     0.00000E+00
     0.10000E+01     0.27002E-01     0.00000E+00
     0.10000E+01     0.21024E-01     0.00000E+00
     0.10000E+01     0.14977E-01     0.00000E+00
     0.10000E+01     0.88922E-02     0.00000E+00
     0.10000E+01     0.27915E-02     0.00000E+00
