     0.10004E+01     0.40465E-03     0.49996E-02     0.00000E+00     0.10506E+02
     0.10004E+01     0.49267E-03     0.11270E-01     0.00000E+00     0.10506E+02
     0.10004E+01     0.57142E-03     0.17502E-01     0.00000E+00     0.10506E+02
     0.10003E+01     0.63987E-03     0.23669E-01     0.00000E+00     0.10506E+02
     0.10003E+01     0.69534E-03     0.29745E-01     0.00000E+00     0.10506E+02
     0.10003E+01     0.73487E-03     0.35699E-01     0.00000E+00     0.10506E+02
     0.10003E+01     0.76231E-03     0.41504E-01     0.00000E+00     0.10506E+02
     0.10003E+01     0.78342E-03     0.47134E-01     0.00000E+00     0.10506E+02
     0.10002E+01     0.79268E-03     0.52570E-01     0.00000E+00     0.10506E+02
     0.10002E+01     0.79036E-03     0.57801E-01     0.00000E+00     0.10506E+02
     0.10001E+01     0.77561E-03     0.62820E-01     0.00000E+00     0.10506E+02
     0.10001E+01     0.74876E-03     0.67625E-01     0.00000E+00     0.10506E+02
     0.10001E+01     0.71339E-03     0.72209E-01     0.00000E+00     0.10506E+02
     0.10000E+01     0.66988E-03     0.76553E-01     0.00000E+00     0.10506E+02
     0.99998E+00     0.61444E-03     0.80628E-01     0.00000E+00     0.10506E+02
     0.99994E+00     0.54759E-03     0.84395E-01     0.00000E+00     0.10506E+02
     0.99990E+00     0.47087E-03     0.87807E-01     0.00000E+00     0.10506E+02
     0.99985E+00     0.38605E-03     0.90807E-01     0.00000E+00     0.10506E+02
     0.99981E+00     0.29545E-03     0.93327E-01     0.00000E+00     0.10505E+02
     0.99977E+00     0.20105E-03     0.95306E-01     0.00000E+00     0.10505E+02
     0.99974E+00     0.10388E-03     0.96713E-01     0.00000E+00     0.10505E+02
     0.99971E+00     0.59934E-05     0.97586E-01     0.00000E+00     0.10505E+02
     0.99969E+00    -0.92874E-04     0.98043E-01     0.00000E+00     0.10504E+02
     0.99968E+00    -0.19374E-03     0.98255E-01     0.00000E+00     0.10504E+02
     0.99966E+00    -0.29417E-03     0.98244E-01     0.00000E+00     0.10504E+02
     0.99965E+00    -0.39231E-03     0.98188E-01     0.00000E+00     0.10504E+02
     0.99965E+00    -0.48508E-03     0.98044E-01     0.00000E+00     0.10504E+02
     0.99965E+00    -0.56907E-03     0.97677E-01     0.00000E+00     0.10504E+02
     0.99965E+00    -0.64378E-03     0.96939E-01     0.00000E+00     0.10504E+02
     0.99966E+00    -0.70349E-03     0.95703E-01     0.00000E+00     0.10504E+02
     0.99968E+00    -0.74424E-03     0.93903E-01     0.00000E+00     0.10504E+02
     0.99971E+00    -0.77171E-03     0.91545E-01     0.00000E+00     0.10504E+02
     0.99974E+00    -0.79009E-03     0.88686E-01     0.00000E+00     0.10504E+02
     0.99978E+00    -0.79637E-03     0.85404E-01     0.00000E+00     0.10504E+02
     0.99981E+00    -0.79213E-03     0.81774E-01     0.00000E+00     0.10504E+02
     0.99985E+00    -0.77578E-03     0.77848E-01     0.00000E+00     0.10504E+02
     0.99989E+00    -0.74784E-03     0.73660E-01     0.00000E+00     0.10504E+02
     0.99993E+00    -0.71234E-03     0.69225E-01     0.00000E+00     0.10504E+02
     0.99997E+00    -0.66959E-03     0.64553E-01     0.00000E+00     0.10504E+02
     0.10000E+01    -0.61474E-03     0.59649E-01     0.00000E+00     0.10504E+02
     0.10001E+01    -0.54958E-03     0.54522E-01     0.00000E+00     0.10504E+02
     0.10001E+01    -0.47487E-03     0.49183E-01     0.00000E+00     0.10504E+02
     0.10001E+01    -0.39151E-03     0.43650E-01     0.00000E+00     0.10504E+02
     0.10002E+01    -0.30143E-03     0.37940E-01     0.00000E+00     0.10505E+02
     0.10002E+01    -0.20596E-03     0.32077E-01     0.00000E+00     0.10505E+02
     0.10003E+01    -0.10588E-03     0.26083E-01     0.00000E+00     0.10505E+02
     0.10003E+01    -0.33680E-05     0.19982E-01     0.00000E+00     0.10505E+02
     0.10003E+01     0.10120E-03     0.13800E-01     0.00000E+00     0.10505E+02
     0.10003E+01     0.20591E-03     0.75591E-02     0.00000E+00     0.10506E+02
     0.10004E+01     0.30864E-03     0.12848E-02     0.00000E+00     0.10506E+02
     0.10004E+01     0.40542E-03    -0.49995E-02     0.00000E+00     0.10506E+02
     0.10004E+01     0.49363E-03    -0.11270E-01     0.00000E+00     0.10506E+02
     0.10004E+01     0.57219E-03    -0.17502E-01     0.00000E+00     0.10506E+02
     0.10003E+01     0.64096E-03    -0.23669E-01     0.00000E+00     0.10506E+02
     0.10003E+01     0.69668E-03    -0.29744E-01     0.00000E+00     0.10506E+02
     0.10003E+01     0.73596E-03    -0.35699E-01     0.00000E+00     0.10506E+02
